date,title,content,event_type,Sentiment,symbol,Sector,Impact_Level,computed_sentiment,summary,prompt_chain_summary,route
2025-04-13,Pharmaceutical company's drug approval drives stock upward,Pharmaceutical company's drug approval drives stock upward,IPO Launch,Neutral,JP Morgan Chase,Real Estate,Medium,0.0,Pharmaceutical company's drug approval drives stock upward,"Headline: Pharmaceutical company's drug approval drives stock upward | Key points: pharmaceutical, company, drug, approval, drives | Sentiment: neutral",General
2025-03-01,Government spending bill is expected to stimulate the economy,Government spending bill is expected to stimulate the economy,Consumer Confidence Report,Negative,Goldman Sachs,Transportation,Low,-0.1,Government spending bill is expected to stimulate the economy,"Headline: Government spending bill is expected to stimulate the economy | Key points: government, spending, bill, expected, stimulate | Sentiment: negative",General
2025-07-08,Gold prices surge as investors flee riskier assets,Gold prices surge as investors flee riskier assets,Cryptocurrency Regulation,Positive,Tata Motors,Aerospace & Defense,Medium,0.0,Gold prices surge as investors flee riskier assets,"Headline: Gold prices surge as investors flee riskier assets | Key points: gold, prices, surge, investors, flee | Sentiment: neutral",General
2025-06-10,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Consumer Confidence Report,Negative,Tata Motors,Real Estate,Medium,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-05-22,Federal Reserve Chairman's speech causes market volatility,Federal Reserve Chairman's speech causes market volatility,Unemployment Rate Announcement,Positive,Samsung Electronics,Finance,Medium,0.0,Federal Reserve Chairman's speech causes market volatility,"Headline: Federal Reserve Chairman's speech causes market volatility | Key points: federal, reserve, chairman, speech, causes | Sentiment: neutral",Macro
2025-05-03,Bond yields tumble as investors seek safe havens,Bond yields tumble as investors seek safe havens,Geopolitical Event,Neutral,Tata Motors,Industrials,Medium,0.5,Bond yields tumble as investors seek safe havens,"Headline: Bond yields tumble as investors seek safe havens | Key points: bond, yields, tumble, investors, seek | Sentiment: positive",General
2025-07-29,Mining company stock surges on commodity price boom,Mining company stock surges on commodity price boom,Corporate Earnings Report,Negative,Goldman Sachs,Real Estate,Medium,0.0,Mining company stock surges on commodity price boom,"Headline: Mining company stock surges on commodity price boom | Key points: mining, company, stock, surges, commodity | Sentiment: neutral",General
2025-04-07,nan,nan,Corporate Earnings Report,Neutral,Tata Motors,Transportation,Medium,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-05-08,E-commerce earnings report beats all analyst expectations,E-commerce earnings report beats all analyst expectations,Geopolitical Event,Neutral,JP Morgan Chase,Consumer Goods,High,0.0,E-commerce earnings report beats all analyst expectations,"Headline: E-commerce earnings report beats all analyst expectations | Key points: commerce, earnings, report, beats, analyst | Sentiment: neutral",Earnings
2025-07-17,A massive data breach sends a tech company's stock tumbling,A massive data breach sends a tech company's stock tumbling,Market Rally,Neutral,Tata Motors,Transportation,High,0.0,A massive data breach sends a tech company's stock tumbling,"Headline: A massive data breach sends a tech company's stock tumbling | Key points: massive, data, breach, sends, tech | Sentiment: neutral",Innovation
2025-05-28,Manufacturing PMI data signals economic expansion,Manufacturing PMI data signals economic expansion,Government Policy Announcement,Positive,Tata Motors,Pharmaceuticals,Low,0.2,Manufacturing PMI data signals economic expansion,"Headline: Manufacturing PMI data signals economic expansion | Key points: manufacturing, data, signals, economic, expansion | Sentiment: positive",General
2025-02-01,Merger talks between two banks fall through,Merger talks between two banks fall through,Consumer Confidence Report,Neutral,Apple Inc.,Utilities,High,0.0,Merger talks between two banks fall through,"Headline: Merger talks between two banks fall through | Key points: merger, talks, between, banks, fall | Sentiment: neutral",M&A
2025-03-27,Central bank maintains status quo on interest rates,Central bank maintains status quo on interest rates,Government Policy Announcement,Negative,Apple Inc.,Consumer Goods,Medium,0.0,Central bank maintains status quo on interest rates,"Headline: Central bank maintains status quo on interest rates | Key points: central, bank, maintains, status, interest | Sentiment: neutral",Macro
2025-06-03,Media and Entertainment companies report a surge in streaming revenue,Media and Entertainment companies report a surge in streaming revenue,Interest Rate Change,Neutral,JP Morgan Chase,Agriculture,Low,0.0,Media and Entertainment companies report a surge in streaming revenue,"Headline: Media and Entertainment companies report a surge in streaming revenue | Key points: media, entertainment, companies, report, surge | Sentiment: neutral",Earnings
2025-02-24,Market sentiment turns positive on vaccine trial results,Market sentiment turns positive on vaccine trial results,Market Rally,Positive,Tata Motors,Pharmaceuticals,Medium,0.22727272727272727,Market sentiment turns positive on vaccine trial results,"Headline: Market sentiment turns positive on vaccine trial results | Key points: market, sentiment, turns, positive, vaccine | Sentiment: positive",General
2025-07-25,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Consumer Confidence Report,Neutral,Microsoft,Technology,High,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-05-02,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Trade Tariffs Announcement,Positive,Tata Motors,Retail,High,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-03-11,nan,nan,Currency Devaluation,,Samsung Electronics,Automotive,Medium,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-07-18,Real Estate sector shows signs of overheating as interest rates fall,Real Estate sector shows signs of overheating as interest rates fall,Interest Rate Change,Positive,Tata Motors,Industrials,High,0.2,Real Estate sector shows signs of overheating as interest rates fall,"Headline: Real Estate sector shows signs of overheating as interest rates fall | Key points: real, estate, sector, shows, signs | Sentiment: positive",Macro
2025-08-06,Massive stock buyback program announced by a consumer goods company,Massive stock buyback program announced by a consumer goods company,Consumer Confidence Report,Negative,Tata Motors,Technology,Medium,0.0,Massive stock buyback program announced by a consumer goods company,"Headline: Massive stock buyback program announced by a consumer goods company | Key points: massive, stock, buyback, program, announced | Sentiment: neutral",General
2025-04-07,Major oil spill sends energy stocks plummeting,Major oil spill sends energy stocks plummeting,Trade Tariffs Announcement,Neutral,Apple Inc.,Transportation,High,0.0625,Major oil spill sends energy stocks plummeting,"Headline: Major oil spill sends energy stocks plummeting | Key points: major, spill, sends, energy, stocks | Sentiment: positive",General
2025-02-04,Healthcare stocks gain on robust demand and strong outlook,Healthcare stocks gain on robust demand and strong outlook,Government Policy Announcement,Negative,Samsung Electronics,Transportation,Medium,0.43333333333333335,Healthcare stocks gain on robust demand and strong outlook,"Headline: Healthcare stocks gain on robust demand and strong outlook | Key points: healthcare, stocks, gain, robust, demand | Sentiment: positive",Innovation
2025-08-11,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Corporate Earnings Report,Positive,Tesla,Telecommunications,Low,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-02-20,A massive data breach sends a tech company's stock tumbling,A massive data breach sends a tech company's stock tumbling,Economic Data Release,Negative,Samsung Electronics,Industrials,High,0.0,A massive data breach sends a tech company's stock tumbling,"Headline: A massive data breach sends a tech company's stock tumbling | Key points: massive, data, breach, sends, tech | Sentiment: neutral",Innovation
2025-06-28,Central Bank's dovish tone hints at future rate cuts,Central Bank's dovish tone hints at future rate cuts,Interest Rate Change,Positive,Boeing,Transportation,High,0.0,Central Bank's dovish tone hints at future rate cuts,"Headline: Central Bank's dovish tone hints at future rate cuts | Key points: central, bank, dovish, tone, hints | Sentiment: neutral",Macro
2025-07-25,Central bank maintains status quo on interest rates,Central bank maintains status quo on interest rates,Unemployment Rate Announcement,Neutral,Boeing,Materials,Low,0.0,Central bank maintains status quo on interest rates,"Headline: Central bank maintains status quo on interest rates | Key points: central, bank, maintains, status, interest | Sentiment: neutral",Macro
